,artist,album,track_name,track_id,danceability,energy,key,loudness,mode,speechiness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,Emotion
30,Lewis Capaldi,Divinely Uninspired To A Hellish Extent,Someone You Loved,7qEHsqek33rTcFNT9PFqLf,0.501,0.405,1,-5.679,1,0.0319,0,0.105,0.446,109.891,182161,4,6
31,Kina,Can We Kiss Forever?,Can We Kiss Forever?,58wyJLv6yH1La9NIZPl3ne,0.522,0.128,4,-18.717,1,0.0357,0.026,0.0941,0.124,109.986,187932,4,6
32,Selena Gomez,Rare,Lose You To Love Me,4l0Mvzj72xxOpRrp6h8nHi,0.488,0.343,4,-8.985,1,0.0436,0,0.21,0.0978,102.819,206459,4,6
33,Halsey,Without Me,Without Me,5p7ujcrUXASCNwRaWNHR1C,0.752,0.488,6,-7.05,1,0.0705,9.11e-06,0.0936,0.533,136.041,201661,4,6
34,Thomas Vee,10000 Hours,10000 Hours,0IeaJUUR4qKMXNSngFe8KT,0.66,0.611,3,-5.863,1,0.0354,0,0.0942,0.336,89.895,168960,4,6
35,3LAU,Ultraviolet,Touch,5JKU2tXiG3yvJtefNwe7ZQ,0.576,0.797,11,-5.476,0,0.0499,3.23e-05,0.21,0.137,110.051,205773,4,6
36,Kina,Get You The Moon (feat. Snøw),Get You The Moon (feat. Snøw),4ZLzoOkj0MPWrTLvooIuaa,0.498,0.235,1,-16.541,0,0.188,0,0.144,0.0895,118.917,179080,4,6
37,Taylor Swift,folklore,the 1,0Jlcvv8IykzHaSmj49uNW8,0.777,0.357,0,-6.942,1,0.0522,7.28e-06,0.108,0.172,139.883,210252,4,6
38,Anna of the North,Lovers,Lovers,6bZuZKR8hoyzZXNh1IW2Bu,0.554,0.486,8,-8.856,1,0.0403,0.00737,0.136,0.422,94.984,215773,4,6
39,benny blanco,Eastside (with Halsey & Khalid),Eastside (with Halsey & Khalid),0d2iYfpKoM0QCKvcLCkBao,0.56,0.68,6,-7.648,0,0.321,0,0.116,0.319,89.391,173800,4,6
40,Clairo,Immunity,Bags,6UFivO2zqqPFPoQYsEMuCc,0.742,0.546,1,-7.694,1,0.0315,0.38,0.115,0.868,104.996,260520,4,6
41,The Chainsmokers,Closer,Closer,7BKLCZ1jbUBVqRi2FVlTVw,0.748,0.524,8,-5.599,1,0.0338,0,0.111,0.661,95.01,244960,4,6
42,Selena Gomez,Rare,Look At Her Now,7eOkHIcaoUhngxxypM5Ajr,0.753,0.564,10,-7.908,0,0.252,0.0273,0.359,0.55,77.342,162596,5,6
43,Selena Gomez,Rare,Vulnerable,11OwAR3GlBj9E35Cznf7Lj,0.695,0.573,10,-8.882,1,0.167,0.000137,0.156,0.38,100.031,192172,4,6
44,Selena Gomez,Rare,People You Know,63mdJr3NMY3wReOkNE6c6W,0.695,0.62,8,-8.082,0,0.0521,5.43e-05,0.111,0.62,150.032,194900,4,6
45,Ariana Grande,"thank u, next",7 rings,6ocbgoVGwYJhOv1GgI9NsF,0.778,0.317,1,-10.732,0,0.334,0,0.0881,0.327,140.048,178627,4,6
46,Ariana Grande,"thank u, next","thank u, next",3e9HZxeyfWwjeyPAMmWSSQ,0.717,0.653,1,-5.634,1,0.0658,0,0.101,0.412,106.966,207320,4,6
47,Ariana Grande,Dangerous Woman,Dangerous Woman,1ZANBLJ4pow8yBrFN9EGFF,0.664,0.602,4,-5.369,0,0.0412,0,0.356,0.289,134.049,235947,3,6
48,longstoryshort,Lost Summer,Lost Summer,6YOe3NYUKDcGi46sMw5VAK,0.818,0.822,9,-2.475,0,0.181,0.00889,0.0916,0.293,125.992,156190,4,6
49,Lauv,Fake,Fake,4Gt2kh3QbAGU6yquOWn4aW,0.703,0.657,4,-5.363,1,0.0783,0,0.093,0.455,82.96,146375,4,6
50,Justin Bieber,Holy,Holy (feat. Chance The Rapper),5u1n1kITHCxxp8twBcZxWy,0.673,0.704,6,-8.056,1,0.36,0,0.0898,0.372,86.919,212093,4,6
51,Lauv,~how i'm feeling~,"fuck, i'm lonely",09PGubKAMryhOWv1LHpCYz,0.809,0.547,9,-7.304,1,0.0609,0,0.0543,0.717,95.012,198973,4,6
52,Lauv,~how i'm feeling~,Tattoos Together,1Srt81FTalOhRw7t7l8Yh8,0.862,0.4,4,-7.486,1,0.0723,7.49e-06,0.123,0.598,122.961,186613,4,6
53,Harry Styles,Fine Line,Adore You,3jjujdWJ72nww5eGnfs2E7,0.676,0.771,8,-3.675,1,0.0483,7e-06,0.102,0.569,99.048,207133,4,6
54,BLAEKER,More Of My Life,More Of My Life,2bS9K5e7yfggeBtDaJ4x9C,0.725,0.806,0,-5.501,1,0.0442,0,0.0951,0.531,140.058,193662,4,6
55,Bangers Only,"Bangers Only, Vol. 1",Circles,6vLwsGft7DnZixQVgFlKgU,0.756,0.669,10,-6.225,1,0.0406,0,0.137,0.418,140.003,178286,4,6
56,Ariana Grande,Positions,just like magic,7Dx9Z6Aon1qPS2N0rHSWTe,0.719,0.607,8,-5.156,1,0.165,0,0.125,0.464,128.006,149900,4,6
57,SHAED,Trampoline (with ZAYN),Trampoline (with ZAYN),1iQDltZqI7BXnHrFy4Qo1k,0.619,0.459,7,-5.782,0,0.0334,0,0.137,0.498,126.803,184280,4,6
58,Haley Reinhart,Better,Can't Help Falling in Love,6yIHGmQLJxWAUZ1ZkENemN,0.41,0.0485,0,-13.918,1,0.038,0,0.108,0.247,137.97,173175,4,6
59,Shawn Mendes,Monster,Monster (Shawn Mendes & Justin Bieber),2Z8yfpFX0ZMavHkcIeHiO1,0.652,0.383,2,-7.076,0,0.0516,0,0.0828,0.549,145.765,178994,4,6
60,Nick Jonas,Last Year Was Complicated,Close,0BnF8gcEILVfPbe46GQlSB,0.653,0.623,6,-5.273,0,0.082,0,0.144,0.401,123.999,234213,4,6
61,Billie Eilish,dont smile at me,ocean eyes,7hDVYcQq6MxkdJGweuCtl9,0.511,0.363,4,-7.65,0,0.041,0.0317,0.084,0.169,144.892,200379,4,6
62,Harry Styles,Fine Line,Watermelon Sugar,6UelLqGlWMcVH1E5c4H7lY,0.548,0.816,0,-4.209,1,0.0465,0,0.335,0.557,95.39,174000,4,6
63,Jules Brave,If You Ever Left Me,If You Ever Left Me,1VsWQwQnIaSvZxzJsmLIvi,0.644,0.575,5,-5.964,0,0.0516,7.37e-05,0.12,0.44,130.115,166636,4,6
64,Claire Rosinkranz,Backyard Boy (Stripped),Backyard Boy,04F42oEuKrRComYJfJuyVR,0.817,0.635,5,-7.246,1,0.163,0,0.0738,0.454,138.015,129241,4,6
65,Kali Uchis,Sin Miedo (del Amor y Otros Demonios) ∞,telepatía,6tDDoYIxWvMLTdKpjFkc1B,0.653,0.524,11,-9.016,0,0.0502,0,0.203,0.553,83.97,160191,4,6
66,Pink Sweat$,PINK PLANET,At My Worst,2MJz8BxxMsERULatmBikDH,0.813,0.415,0,-5.926,1,0.0349,0,0.131,0.667,91.921,170345,4,6
0,MISSIO,Loner,Twisted,4TQcARE7Fd58akNhr3N7AE,0.577,0.789,2,-4.661,1,0.0427,0.0105,0.214,0.149,97.52,222707,3,2
1,Bebe Rexha,I'm Gonna Show You Crazy,I'm Gonna Show You Crazy,5LtNBCM2ve0SxP0dlRVvMu,0.474,0.537,2,-6.77,1,0.0649,0.0,0.316,0.335,90.103,207775,4,2
2,Sam Tinnesz,Babel,Play with Fire (feat. Yacht Money),3KdwzVruKDwjzDqbIgDQdI,0.573,0.539,2,-6.091,0,0.0322,1.16e-05,0.105,0.39,75.012,180691,4,2
3,Halsey,Graveyard,Graveyard,6V9fHiv84WlVTg7CSnIVY2,0.667,0.583,11,-5.127,0,0.0747,4.48e-05,0.181,0.187,92.043,181806,4,2
4,Sub Urban,Cradles,Cradles,1y4jsQt7MjnZhiD1L6qFBC,0.534,0.589,1,-1.865,1,0.325,6.02e-05,0.176,0.632,78.616,209829,4,2
5,The Neighbourhood,I'm Sorry...,Wires,5v8aEcHcaJIGYpfVVPtJjI,0.568,0.569,7,-6.013,0,0.0329,0.102,0.342,0.266,72.991,193080,4,2
6,Halsey,BADLANDS (Deluxe),Control,3SKzTIl9mW0DadTys9SFo3,0.549,0.675,4,-5.637,0,0.0332,0.0,0.181,0.206,119.898,214762,4,2
7,Halsey,BADLANDS (Deluxe),Gasoline,2IO7yf562c1zLzpanal1DT,0.731,0.58,10,-7.328,0,0.0399,0.0,0.129,0.319,119.997,199593,4,2
8,Various Artists,The Hunger Games: Catching Fire (Original Motion Picture Soundtrack / Deluxe Version),Everybody Wants To Rule The World - From “The Hunger Games: Catching Fire” Soundtrack,3S1tTwSKIZgf4QGltFyCxM,0.575,0.571,11,-9.291,0,0.101,0.000159,0.108,0.0614,110.993,155587,4,2
9,Set It Off,Duality,Wolf in Sheep's Clothing (feat. William Beckett),4WXFDVe299Po8ih6Np54n2,0.445,0.907,11,-3.894,0,0.0773,0.0,0.403,0.71,165.069,187880,4,2
10,Bahari,Savage,Savage,7pPciGaYxP2FsFQCIBDEhb,0.725,0.427,3,-7.374,0,0.0511,0.0,0.1,0.433,98.017,164133,4,2
11,Hey Violet,From The Outside,O.D.D.,1HuIahUPUXCx7Kz4rgMXFU,0.553,0.611,6,-6.468,1,0.0464,1.04e-06,0.149,0.369,154.094,222689,4,2
12,Cady Groves,This Little Girl EP,This Little Girl,245q31NvaFNkMw8QRVy23b,0.576,0.9,5,-2.879,0,0.124,0.0,0.628,0.75,75.046,202093,4,2
13,Lizzo,Cuz I Love You (Deluxe),Truth Hurts,5qmq61DAAOUaW8AUo8xKhh,0.715,0.624,4,-3.046,0,0.114,0.0,0.123,0.412,158.087,173325,4,2
14,Imagine Dragons,Evolve,Believer,0pqnGHJpmpxLKifKRmU6WP,0.776,0.78,10,-4.374,0,0.128,0.0,0.081,0.666,124.949,204347,4,2
15,Imagine Dragons,Evolve,Whatever It Takes,6Qn5zhYkTa37e91HC1D7lb,0.672,0.655,10,-5.021,0,0.0311,0.0,0.117,0.556,134.945,201240,4,2
16,Alec Benjamin,Narrated For You,If I Killed Someone For You,0WHi11uzahqpEtPGYCW6oQ,0.514,0.605,7,-5.363,1,0.0337,2.91e-06,0.121,0.409,120.894,185123,4,2
17,Digital Daggers,Close Your Eyes,The Devil Within,3TnGabS1ylWPNOTa2kJBDn,0.357,0.577,8,-8.05,1,0.0322,0.00446,0.334,0.147,154.975,230310,4,2
18,AViVA,Hushh,HUSHH,6Jb7UPWUXDOrgdI0XnBSp5,0.758,0.721,8,-6.291,0,0.0582,0.000354,0.381,0.728,116.908,180197,4,2
19,Natalia Kills,Trouble,Devils Don't Fly,1OBrEfDbOdV0v0L0iiOu8h,0.606,0.663,2,-6.175,0,0.042,0.000194,0.139,0.201,85.967,277867,4,2
20,Hey Violet,From The Outside,Hoodie,410smJMzhna1ADC2ldqVHu,0.688,0.699,11,-5.0,1,0.0445,6.16e-06,0.391,0.385,94.935,219183,4,2
21,Alex Sparrow,She's Crazy but She's Mine,She's Crazy but She's Mine,2p3QvyvrdHGntOeBwQNJQP,0.686,0.755,0,-2.559,0,0.0318,0.000116,0.24,0.854,120.02,219520,4,2
22,It Boys!,Introduction,Guys Dont Like Me,04OzTY1aR3ddOvyzHORSIh,0.572,0.663,8,-7.316,1,0.105,1.52e-06,0.371,0.624,140.014,172733,4,2
23,Molly Kate Kestner,Prom Queen,Prom Queen,2WEAKylXBPr9PJNANBSTDG,0.601,0.706,6,-4.537,0,0.0458,0.0,0.0982,0.249,91.996,226143,4,2
24,Ellise,Can You Keep a Secret?,911,6dusf13SeuKTa3dnxVmH3f,0.698,0.611,10,-6.754,0,0.0686,5.3e-06,0.0587,0.507,130.098,190000,4,2
25,Bebe Rexha,Expectations,Self Control,14FmT2vkYihAs64ixAbk6t,0.652,0.773,11,-4.815,0,0.0337,0.0,0.0615,0.183,97.515,174507,4,2
26,Little Mix,Glory Days: The Platinum Edition,Power (feat. Stormzy),02gj0J38nzyO9lNi9mzi3A,0.586,0.865,7,-4.092,1,0.319,5.55e-06,0.165,0.468,172.917,242293,4,2
27,Melanie Martinez,Cry Baby (Deluxe Edition),Cake,5H3TCfiw0CQTX1XU7A9TXM,0.518,0.655,8,-6.255,1,0.0826,0.0,0.271,0.29,156.992,199682,4,2
28,Alec Benjamin,Narrated For You,Boy In The Bubble,60cYr5uuMoxvyuIx45rGEW,0.817,0.578,11,-7.579,0,0.0824,0.00103,0.251,0.851,143.982,181705,4,2
29,Britney Spears,Circus (Deluxe Version),If U Seek Amy,2hdy9Wt9qp7M7d0U3ossu2,0.717,0.587,4,-7.296,0,0.0339,0.0,0.0523,0.544,129.954,216520,4,2
30,Nico Collins,Hate Me,Hate Me,5FgdPkPCffPktT5qnWls8Y,0.644,0.928,6,-2.966,0,0.0939,0.0,0.0793,0.571,95.059,189910,4,2
31,Camila Cabello,Shameless,Shameless,3UYiU57SMiAS5LqolhHJw1,0.377,0.651,4,-5.437,0,0.0588,5.31e-05,0.174,0.0851,129.698,219742,4,2
32,Sam Tinnesz,Babel,Legends Are Made,3RKQ5MyhD22TQfyjbmhMaK,0.553,0.89,0,-4.879,1,0.0413,0.0,0.139,0.674,87.871,169758,4,2
33,Sam Tinnesz,Ready Set Let's Go,Ready Set Let's Go,6hKpIzJWHQduwojjkWG8zt,0.445,0.67,11,-4.973,1,0.0328,0.0,0.0595,0.378,74.049,216143,4,2
34,Panic! At The Disco,Death of a Bachelor,Emperor's New Clothes,3px2rAPu74ltbkf9eZsZ8h,0.562,0.904,1,-4.947,1,0.0807,0.0,0.0433,0.651,94.481,158667,4,2
35,Sam Tinnesz,Babel,Wolves,3cMysrgs6vEeJfMm1qPBq4,0.592,0.848,11,-5.631,0,0.0887,1.15e-06,0.0964,0.399,129.9,180005,4,2
36,Sam Tinnesz,Babel,Fight On,1fUDKGHg37ynH0hFPvkf9Y,0.342,0.852,2,-4.639,0,0.0901,0.0,0.28,0.311,154.645,224136,3,2
37,Nico Collins,Nothing Ever Changes,Nothing Ever Changes,04HywTwgGtbATUROKD5Ata,0.585,0.866,9,-3.744,0,0.0659,0.0,0.117,0.533,91.896,204504,4,2
38,Nightmare,Nightcore - Solo,Nightcore - Solo,0jrRIPSf7C5tW1cj09YgwV,0.581,0.833,11,-5.343,0,0.102,0.00514,0.404,0.506,129.935,169343,4,2
39,Britney Spears,In The Zone,Toxic,6I9VzXrHxO9rA9A5euc8Ak,0.774,0.838,5,-3.914,0,0.114,0.025,0.242,0.924,143.04,198800,4,2
40,Selena Gomez,Wolves,Wolves,0tBbt8CrmxbjRP0pueQkyU,0.724,0.804,11,-4.614,0,0.0448,0.0,0.204,0.306,124.987,197993,4,2
41,Various Artists,The Greatest Showman (Original Motion Picture Soundtrack),The Other Side,2cKovq3l6OJjhVVDbVKOsr,0.638,0.795,0,-8.45,1,0.302,0.00139,0.153,0.31,153.99,214373,4,2
42,Stefflon Don,16 Shots,16 Shots,2169IKAivSUUFGcedGASXc,0.684,0.79,3,-4.871,0,0.0735,0.000371,0.0854,0.549,95.083,224728,4,2
43,Marshmello,FRIENDS,FRIENDS,08bNPGLD8AhKpnnERrAc6G,0.626,0.88,9,-2.384,0,0.0504,0.0,0.128,0.534,95.079,202621,4,2
44,Faith Marie,NVM,NVM,32TXoSo4OE7db1yb8V11sp,0.583,0.928,2,-4.981,0,0.0977,0.0,0.315,0.327,119.961,216646,4,2
45,Melanie Martinez,Cry Baby (Deluxe Edition),Mad Hatter,5gWtkdgdyt5bZt9i6n3Kqd,0.568,0.692,8,-4.513,1,0.0589,0.0,0.148,0.577,92.023,201520,4,2
46,Loving Caliber,I Am Falling For You,I Am Falling For You,6t2J8WQZv1bl0GN1bsMB66,0.659,0.716,10,-7.641,0,0.0587,4.28e-06,0.06,0.919,172.079,190558,4,2
47,Halsey,Nightmare,Nightmare,340UVheS8z3ncW9TTUhAbc,0.611,0.622,9,-5.075,0,0.0734,0.0,0.359,0.538,146.11,231999,4,2
48,Melanie Martinez,Cry Baby (Deluxe Edition),"Tag, You're It",3u1FiuSpfsgVnekEMXgMwJ,0.559,0.835,5,-5.555,0,0.0424,0.019,0.185,0.382,114.908,189027,4,2
49,AViVA,Blame It On The Kids,Blame It On The Kids,1jfBIylYmLMklQOpbWT5s0,0.719,0.44,6,-6.266,0,0.166,0.0,0.163,0.505,133.013,196341,4,2
50,AViVA,Rabbit Hole,Rabbit Hole,55gz8MakFlHbhOAne0Aeai,0.418,0.688,7,-5.637,0,0.102,8.98e-06,0.425,0.535,170.178,228559,4,2
51,Panic! At The Disco,Death of a Bachelor,Crazy = Genius,6V68ItawQkQlZhYIf1S86C,0.455,0.91,2,-4.464,1,0.166,0.0,0.107,0.447,114.109,198040,4,2
52,K/DA,POP/STARS,POP/STARS,5sbooPcNgIE22DwO0VNGUJ,0.566,0.769,7,-4.342,1,0.0872,0.0,0.108,0.385,170.036,191100,4,2
53,Boyinaband,Life Is Fun,Life Is Fun,6Q8mqjuz8xqdoUjhZQDfY7,0.617,0.844,5,-3.783,0,0.278,0.0,0.203,0.79,109.898,221182,4,2
54,Kesha,Animal (Expanded Edition),TiK ToK,0HPD5WQqrq7wPWR7P7Dw1i,0.755,0.837,2,-2.718,0,0.142,0.0,0.289,0.714,120.028,199693,4,2
55,Simon Curtis,R∆,Flesh,0kW7NQraFEyAhXqaE4cZG0,0.577,0.773,1,-2.879,1,0.0766,0.0522,0.0809,0.292,130.001,260000,4,2
56,Saweetie,High Maintenance,ICY GRL,1sl1cpix9GnwNwaVt04BIu,0.927,0.563,7,-5.827,1,0.175,0.0,0.0736,0.842,103.312,109302,4,2
57,Saweetie,ICY,My Type,5KBARWIxeMGkvUax9VtVC9,0.899,0.811,2,-6.294,1,0.258,0.0,0.0672,0.587,105.038,126446,4,2
58,Eminem,Kamikaze,Venom - Music From The Motion Picture,2SL6oP2YAEQbqsrkOzRGO4,0.749,0.794,0,-5.063,1,0.064,0.0,0.543,0.46,135.959,269554,4,2
59,Eminem,Curtain Call: The Hits,"Lose Yourself - From ""8 Mile"" Soundtrack",1a3xfVZyJnlKn4t65ccBbp,0.703,0.746,2,-4.718,1,0.257,1.8e-05,0.357,0.0655,171.387,321213,4,2
60,Eminem,The Marshall Mathers LP2 (Deluxe),Rap God,6or1bKJiZ06IlK0vFvY75k,0.708,0.843,7,-2.66,1,0.314,0.0,0.799,0.625,148.14,363521,4,2
61,Eminem,The Eminem Show,Till I Collapse,4xkOaSrkexMciUUogZKVTS,0.548,0.847,1,-3.237,1,0.186,0.0,0.0816,0.1,171.447,297787,4,2
62,Scissor Sisters,Ta Dah,I Can't Decide,1zyGFId8xHOcRmCmehrwlc,0.69,0.795,3,-4.956,1,0.0312,0.0,0.202,0.872,96.99,166573,4,2
63,Hozier,Hozier (Expanded Edition),Angel of Small Death and the Codeine Scene,6JmSfynzr6E0QllQZNEXEb,0.364,0.64,4,-5.757,1,0.0506,7.25e-05,0.12,0.386,93.507,219213,4,2
64,The Offspring,"Rise And Fall, Rage And Grace","You're Gonna Go Far, Kid",6TfBA04WJ3X1d1wXhaCFVT,0.55,0.917,0,-3.159,1,0.0638,0.0,0.197,0.601,126.115,177827,4,2
65,Twenty One Pilots,Heathens,Heathens,6i0V12jOa3mr6uu4WYhUBr,0.732,0.396,4,-9.348,0,0.0286,3.58e-05,0.105,0.548,90.024,195920,4,2
66,Skillet,Victorious,Finish Line,2GJ1xx5ZoeIJYbQKLSpoZ3,0.53,0.803,5,-5.031,0,0.0386,0.0,0.316,0.565,80.992,206060,4,2
67,Olly Murs,Right Place Right Time (Deluxe),Troublemaker (feat. Flo Rida),0gRczqVHrEQQDyizJUtgRc,0.761,0.856,0,-3.65,0,0.0731,0.0,0.149,0.967,106.009,185200,4,2
68,Timmy Trumpet,Freaks,Freaks - Radio Edit,4f3NHOxgC8Bg21IJBg4cZ3,0.882,0.965,4,-0.818,1,0.13,0.388,0.206,0.759,128.129,169160,4,2
69,Lola Blanc,Angry Too,Angry Too,7pEGM6phhCcPXx0muMqFWW,0.551,0.742,8,-5.216,1,0.0724,0.000221,0.0673,0.614,160.081,204089,4,2
70,Set It Off,Cinematics (Deluxe),I'll Sleep When I'm Dead,72vsd9IEBIonmvIY7TEjXK,0.402,0.924,1,-3.867,0,0.159,0.0,0.0786,0.445,169.996,204053,4,2
71,Neovaii,Onward,Crash,4Q7x2zwXG97jfvG7GdOsb3,0.677,0.792,11,-5.034,0,0.13,1.58e-06,0.1,0.195,139.923,226286,4,2
72,Zayde Wølf,Golden Age,Born Ready,4Lq2eCJPkusiiLBfoD05d0,0.432,0.866,2,-4.466,0,0.0657,0.0,0.115,0.353,68.039,229583,4,2
73,The Score,ATLAS,Revolution,7Fv8Qp3tTSbSS2VjryUF7L,0.574,0.833,8,-6.239,0,0.0563,0.0,0.105,0.574,86.008,231987,4,2
74,Set It Off,Cinematics (Expanded Edition),Partners in Crime (feat. Ash Costello),4oaU0fMSg3n9kqOwmLPVhH,0.376,0.939,1,-3.437,1,0.0572,0.0,0.116,0.815,190.109,211027,4,2
75,Cage The Elephant,Cage The Elephant (Expanded Edition),Ain't No Rest for the Wicked,3Pzh926pXggbMe2ZpXyMV7,0.636,0.849,0,-7.075,1,0.106,0.0,0.372,0.917,156.036,175493,4,2
76,My Chemical Romance,The Black Parade,Teenagers,7j31rVgGX9Q2blT92VBEA0,0.463,0.857,4,-3.063,1,0.0632,0.0,0.184,0.856,111.647,161920,4,2
77,Various Artists,Spider-Man: Into the Spider-Verse (Soundtrack From & Inspired by the Motion Picture),What's Up Danger (with Black Caviar),5zsHmE2gO3RefVsPyw2e3T,0.701,0.755,2,-5.82,1,0.0417,0.000795,0.121,0.116,95.036,222307,4,2
78,The Score,Pressure,Born For This,5Sco7mbJy7p7vdDtJW10fZ,0.631,0.684,5,-6.27,0,0.0405,0.0,0.0938,0.528,129.974,234013,4,2
0,Pharrell Williams,G I R L,"Happy - From ""Despicable Me 2""",60nZcImufyMA1MKQY3dcCH,0.647,0.822,5,-4.662,0,0.183,0,0.0908,0.962,160.019,232720,4,3
1,Dua Lipa,Future Nostalgia,Levitating (feat. DaBaby),5nujrmhLynf4yMoMtj8AQF,0.702,0.825,6,-3.787,0,0.0601,0,0.0674,0.915,102.977,203064,4,3
2,Justin Timberlake,"CAN'T STOP THE FEELING! (from DreamWorks Animation's ""TROLLS"")","CAN'T STOP THE FEELING! (from DreamWorks Animation's ""TROLLS"")",6JV2JOEocMgcZxYSZelKcc,0.666,0.83,0,-5.715,1,0.0751,0,0.191,0.702,113.03,236002,4,3
3,Lizzo,Special,About Damn Time,6HMtHNpW6YPi1hrw9tgF8P,0.836,0.743,10,-6.305,0,0.0653,0,0.335,0.723,108.965,191938,4,3
4,Nicky Youre,Sunroof,Sunroof,4h4QlmocP3IuwYEj2j14p8,0.768,0.714,10,-5.11,1,0.0401,0,0.15,0.842,131.443,163026,4,3
5,Train,"Save Me, San Francisco (Golden Gate Edition)","Hey, Soul Sister",4HlFJV71xXKIGcU3kRyttv,0.673,0.886,1,-4.44,0,0.0431,0,0.0826,0.795,97.012,216773,4,3
6,Owl City,The Midsummer Station,Good Time,1kPpge9JDLpcj15qgrPbYX,0.56,0.872,3,-4.269,1,0.14,6.98e-06,0.371,0.682,126.05,205933,4,3
7,OneRepublic,"I Ain’t Worried (Music From The Motion Picture ""Top Gun: Maverick"")",I Ain't Worried,4h9wh7iOZ0GGn8QVp4RAOB,0.704,0.797,0,-5.927,1,0.0475,0.000745,0.0546,0.825,139.994,148486,4,3
8,Harry Styles,As It Was,As It Was,4LRPiXqCikLlN15c3yImP7,0.52,0.731,6,-5.338,0,0.0557,0.00101,0.311,0.662,173.93,167303,4,3
9,Bruno Mars,Doo-Wops & Hooligans,Marry You,6SKwQghsR8AISlxhcwyA9R,0.621,0.82,10,-4.865,1,0.0367,0,0.104,0.452,144.905,230192,4,3
10,NEIKED,Better Days (NEIKED x Mae Muller x Polo G),Better Days (NEIKED x Mae Muller x Polo G),6f5ExP43esnvdKPddwKXJH,0.717,0.671,0,-5.077,0,0.0337,2.54e-06,0.0921,0.699,110.054,160657,4,3
11,Clean Bandit,What Is Love? (Deluxe Edition),Rockabye (feat. Sean Paul & Anne-Marie),2hrUO4drrO63i7FYbCLBl2,0.717,0.73,9,-4.729,0,0.0568,0,0.398,0.792,102.002,251173,4,3
12,lovelytheband,sail away,sail away,6G8xvLFNkXy3HM5EbQI6c8,0.743,0.835,2,-4.655,1,0.029,0,0.0912,0.955,120.019,179000,4,3
13,Sia,This Is Acting,Cheap Thrills,27SdWb2rFzO6GWiYDBTD9j,0.628,0.698,6,-5.608,0,0.105,0.00143,0.0907,0.732,89.976,211667,4,3
14,Bruno Mars,24K Magic,24K Magic,6b8Be6ljOzmkOmFslEb23P,0.818,0.803,1,-4.282,1,0.0797,0,0.153,0.632,106.97,225983,4,3
15,Nicki Minaj,Super Freaky Girl,Super Freaky Girl,4C6Uex2ILwJi9sZXRdmqXp,0.95,0.891,2,-2.653,1,0.241,1.77e-05,0.309,0.912,133.01,170977,4,3
16,DNCE,DNCE,Cake By The Ocean,76hfruVvmfQbw0eYn1nmeC,0.774,0.753,4,-5.446,0,0.0517,0,0.0371,0.896,119.002,219147,4,3
17,Madism,Pumped Up Kicks,Pumped Up Kicks,3Dzso9Q2WwupEclqgxBZht,0.669,0.687,0,-4.753,1,0.043,1.6e-05,0.308,0.386,123.903,145161,4,3
18,BTS,Dynamite,Dynamite,0v1x6rN6JHRapa03JElljE,0.746,0.765,6,-4.41,0,0.0993,0,0.0936,0.737,114.044,199054,4,3
19,Becky G,Shower,Shower,3DmW6y7wTEYHJZlLo1r6XJ,0.699,0.529,2,-7.548,1,0.0487,3.59e-05,0.285,0.121,119.987,206167,4,3
20,Meghan Trainor,Title (Deluxe),All About That Bass,5jE48hhRu8E6zBDPRSkEq7,0.807,0.887,9,-3.726,1,0.0503,2.87e-06,0.124,0.961,134.052,187920,4,3
21,Kelly Clarkson,Stronger (Deluxe Version),Stronger (What Doesn't Kill You),1nInOsHbtotAmEOQhtvnzP,0.562,0.939,0,-4.282,1,0.0475,0,0.112,0.684,116.044,221947,4,3
22,Owl City,Ocean Eyes,Fireflies,3DamFFqW32WihKkTVlwTYQ,0.512,0.662,3,-6.797,1,0.0439,0,0.118,0.472,180.114,228347,4,3
23,Nicky Romero,Forever,Forever,5nUyqq07mqo7dt8xd7BfYP,0.643,0.935,2,-6.751,1,0.072,0.000167,0.131,0.3,125.937,140477,4,3
24,Harry Styles,Fine Line,Golden,45S5WTQEGOB1VHr1Q4FuPl,0.448,0.838,4,-5.257,0,0.0557,0.000131,0.131,0.254,139.863,208907,4,3
25,Navagio,Shape of You,Shape of You,2796m8y7tOCTUsTQfjmeI4,0.81,0.636,1,-6.072,0,0.0487,0,0.131,0.687,101.966,157647,4,3
26,Jason Mraz,We Sing. We Dance. We Steal Things.,I'm Yours,3S0OXQeoh0w6AY8WQVckRW,0.703,0.444,11,-9.331,1,0.0417,0,0.0973,0.712,150.96,242947,4,3
27,Harry Styles,Fine Line,Watermelon Sugar,6UelLqGlWMcVH1E5c4H7lY,0.548,0.816,0,-4.209,1,0.0465,0,0.335,0.557,95.39,174000,4,3
28,Post Malone,Twelve Carat Toothache,I Like You (A Happier Song) (with Doja Cat),0O6u0VJ46W86TxN9wgyqDj,0.733,0.67,5,-6.009,1,0.0751,0,0.121,0.472,100.964,192841,4,3
29,Alok,Deep Down (feat. Never Dull),Deep Down (feat. Never Dull),7MIhUdNJtaOnDmC5nBC1fb,0.687,0.818,0,-4.221,1,0.0778,0,0.248,0.886,125.952,165753,4,3
30,Mark Mendy,Number,Number,22k0n1bKm5OJOMXPIWkFow,0.716,0.941,6,-6.206,0,0.073,1.14e-05,0.707,0.884,125.04,137280,4,3
